december_source_serial,december_name,december_district,december_sector,december_cell,current_registry_entry_key,current_source_serial,current_name,current_district,current_sector_cell_raw,registry_match_score,registry_match_margin,name_score,district_match,sector_match,cell_match,professional_registration_match,phone_number,phone_source,phone_evidence_url,phone_evidence_reference,google_maps_url,maps_url_source,browser_match_status
427,LA FORTUNA PHARMACY Ltd,KICUKIRO,GIKONDO,KAGUNGA,retail-2026-05-427,427,LA FORTUNA PHARMACY Ltd,KICUKIRO,GIKONDO KAGUNGA,1.000,0.460,1.000,true,true,true,true,,,,,,,local_evidence_only
428,LAGRADA PHARMACY Limited,NYARUGENGE,RWEZAMENY O,RWEZAMENYO I,retail-2026-05-428,428,LAGRADA PHARMACY Limited,NYARUGENGE,RWEZAMENYO RWEZAMENYO I,0.920,0.213,1.000,true,false,true,false,,,,,,,local_evidence_only
429,MAXPHAR PHARMACY Ltd,NYARUGENGE,MUHIMA,AMAHORO,retail-2026-05-429,429,MAXPHAR PHARMACY Ltd,NYARUGENGE,MUHIMA AMAHORO,1.000,0.273,1.000,true,true,true,true,,,,,,,local_evidence_only
430,MED POINT PHARMACY Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-430,430,MED POINT PHARMACY Ltd,KICUKIRO,GATENGA NYANZA,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
431,MILA PHARMACY Ltd,GATSIBO,KIRAMURUZI,AKABUGA,retail-2026-05-431,431,MILA PHARMACY Ltd,GATSIBO,KIRAMURUZI AKABUGA,1.000,0.020,1.000,true,true,true,true,,,,,,,local_evidence_only
432,MUSAPHAR Ltd,NYAGATARE,KARANGAZI,RWISIRABO,retail-2026-05-432,432,MUSAPHAR Ltd,NYAGATARE,KARANGAZI RWISIRABO,1.000,0.392,1.000,true,true,true,true,+250785123414,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Nyagatare_for_JULY-AUGUST-SEPTEMBER_2026.pdf,nyagatare July-September 2026 duty roster,,,phone_from_public_evidence
433,NEW HOPE PHARMACY Ltd,GASABO,REMERA,RUKIRI II,retail-2026-05-433,433,NEW HOPE PHARMACY Ltd,GASABO,REMERA RUKIRI II,0.980,0.372,1.000,true,true,true,false,+250783142948,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
434,NIMA PHARMACY Ltd,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-434,434,NIMA PHARMACY Ltd,NYARUGENGE,NYARUGENGE BIRYOGO,1.000,0.293,1.000,true,true,true,true,+250784478571,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
435,SALAMA-LOTUS PHARMACY Ltd,GASABO,KACYIRU,KAMUTWA,retail-2026-05-435,435,SALAMA -LOTUS PHARMACY Ltd,GASABO,KACYIRU KAMUTWA,1.000,0.153,1.000,true,true,true,true,+250785866839,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
436,PHARMACIE DIGNE LTD,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-436,436,PHARMACIE DIGNE LTD,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.153,1.000,true,true,true,true,+250788461155,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
438,PHARMACIE LAGO LTD,RUBAVU,GISENYI,NENGO,retail-2026-05-438,438,PHARMACIE LAGO LTD,RUBAVU,GISENYI NENGO,1.000,0.293,1.000,true,true,true,true,+250788741201,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
439,PHARMAPHILOS Ltd,GASABO,NDERA,KIBENGA,retail-2026-05-439,439,PHARMAPHILOS Ltd,GASABO,NDERA KIBENGA,1.000,0.376,1.000,true,true,true,true,,,,,,,local_evidence_only
440,RITE PHARMACY Ltd (Gatenga Branch),KICUKIRO,GATENGA,NYANZA,retail-2026-05-440,440,RITE PHARMACY Ltd (Gatenga Branch),KICUKIRO,GATENGA NYANZA,1.000,0.153,1.000,true,true,true,true,+250788697968,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
441,TONA PHARMACY Ltd,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-441,441,TONA PHARMACY Ltd,GASABO,KIMIRONKO NYAGATOVU,0.980,0.400,1.000,true,true,true,false,+250788250377,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
442,TRIUMVIRAT CURE PHARMACY Ltd,GAKENKE,GAKENKE,RUSAGARA,retail-2026-05-442,442,TRIUMVIRAT CURE PHARMACY Ltd,GAKENKE,GAKENKE RUSAGARA,0.980,0.543,1.000,true,true,true,false,,,,,,,local_evidence_only
443,UMUCYO NA GIRUBUZIMA LTD,RUHANGO,RUHANGO,NYAMAGANA,retail-2026-05-443,443,UMUCYO NA GIRUBUZIMA LTD,RUHANGO,RUHANGO NYAMAGANA,1.000,0.293,1.000,true,true,true,true,+250785486361,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Ruhango_for_JULY-AUGUST-SEPTEMBER_2026.pdf,ruhango July-September 2026 duty roster,,,phone_from_public_evidence
444,URWIBUTSO PHARMACY Ltd,KICUKIRO,KICUKIRO,KICUKIRO,retail-2026-05-444,444,URWIBUTSO PHARMACY Ltd,KICUKIRO,KICUKIRO KICUKIRO,1.000,0.475,1.000,true,true,true,true,,,,,,,local_evidence_only
445,ZIP PHARMACY NYANZA,KICUKIRO,GATENGA,NYANZA,retail-2026-05-445,445,ZIP PHARMACY NYANZA,KICUKIRO,GATENGA NYANZA,1.000,0.153,1.000,true,true,true,true,+250783629827,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=14&cHash=b4ed1aa76afc103eea72dbf0adb9b48b,MMI pharmacy partner directory page 14,,,phone_from_public_evidence
446,GOODLIFE HEALTH AND BEAUTY NYAMIRAMBO,NYARUGENGE,RWEZAMENY O,RWEZAMENYO,retail-2026-05-446,446,GOODLIFE HEALTH AND BEAUTY NYAMIRAMBO,NYARUGENGE,RWEZAMENYO RWEZAMENYO,0.920,0.073,1.000,true,false,true,false,,,,,,,local_evidence_only
447,DIUSIS PHARMACY Ltd,KICUKIRO,MASAKA,GAKO,retail-2026-05-447,447,DIUSIS PHARMACY Ltd,KICUKIRO,MASAKA GAKO,1.000,0.426,1.000,true,true,true,true,,,,,,,local_evidence_only
448,GOODLIFE HEALTH AND BEAUTY GISOZI,GASABO,GISOZI,RUHANGO,retail-2026-05-450,450,GOODLIFE HEALTH AND BEAUTY GISOZI,GASABO,GISOZI RUHANGO,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
449,KIRAMED Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-451,451,KIRAMED Ltd,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.293,1.000,true,true,true,true,+250788547210,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
450,PHARMACY FOR FAMILY GROUP Ltd,KICUKIRO,GATENGA,NYANZA,retail-2026-05-452,452,PHARMACY FOR FAMILY GROUP Ltd,KICUKIRO,GATENGA NYANZA,1.000,0.293,1.000,true,true,true,true,+250781146279,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=9&cHash=c13b44e19ea49a4663bff3b1213f2c66,MMI pharmacy partner directory page 9,,,phone_from_public_evidence
451,PHARMACIE DE RUBAVU Limited,MUSANZE,MUHOZA,MPENGE,retail-2026-05-453,453,PHARMACIE DE RUBAVU Limited,MUSANZE,MUHOZA MPENGE,1.000,0.493,1.000,true,true,true,true,,,,,,,local_evidence_only
452,PHARMACIE IRAFASHA Ltd,RUSIZI,KAMEMBE,KAMASHANGI,retail-2026-05-454,454,PHARMACIE IRAFASHA Ltd,RUSIZI,KAMEMBE KAMASHANGI,1.000,0.493,1.000,true,true,true,true,,,,,,,local_evidence_only
453,PHARMACY IRAGUHA LTD,MUSANZE,MUHOZA,KIGOMBE,retail-2026-05-455,455,PHARMACY IRAGUHA LTD,MUSANZE,MUHOZA KIGOMBE,1.000,0.293,1.000,true,true,true,true,+250783117737,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
454,VIKAS PHARMACY Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-456,456,VIKAS PHARMACY Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.293,1.000,true,true,true,true,+250788464473,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
455,ALAMANDA PHARMACY Ltd,GASABO,REMERA,RUKIRI I,retail-2026-05-457,457,ALAMANDA PHARMACY Ltd,GASABO,REMERA RUKIRI I,1.000,0.237,1.000,true,true,true,true,,,,,,,local_evidence_only
456,ALAMANDA PHARMACY Ltd,KICUKIRO,KIGARAMA,NYENYERI,retail-2026-05-458,458,ALAMANDA PHARMACY Ltd,KICUKIRO,KIGARAMA NYENYERI,1.000,0.240,1.000,true,true,true,true,,,,,,,local_evidence_only
457,AMANI PHARMACY Ltd,RUHANGO,BYIMANA,KAMUSENYI,retail-2026-05-459,459,AMANI PHARMACY Ltd,RUHANGO,BYIMANA KAMUSENYI,1.000,0.392,1.000,true,true,true,true,+250788967087,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Ruhango_for_JULY-AUGUST-SEPTEMBER_2026.pdf,ruhango July-September 2026 duty roster,,,phone_from_public_evidence
458,ELIO PHARMACY Ltd,KIREHE,MAHAMA,MUNINI,retail-2026-05-460,460,ELIO PHARMACY Ltd,KIREHE,MAHAMA MUNINI,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
459,GWIRA PHARMACY Ltd,KICUKIRO,KICUKIRO,NIBOYE,retail-2026-05-461,461,GWIRA PHARMACY Ltd,KICUKIRO,KICUKIRO NIBOYE,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
460,HEALTH LINK PHARMACY Ltd,NYARUGENGE,NYARUGENGE,KIYOVU,retail-2026-05-462,462,HEALTH LINK PHARMACY Ltd,NYARUGENGE,NYARUGENGE KIYOVU,1.000,0.309,1.000,true,true,true,true,,,,,,,local_evidence_only
461,HEALTH PLUS PHARMACY Ltd,GASABO,NDERA,RUDASHYA,retail-2026-05-463,463,HEALTH PLUS PHARMACY Ltd,GASABO,NDERA RUDASHYA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
462,IVY PHARMACY Ltd,RUBAVU,NYAMYUMBA,MUNANIRA,retail-2026-05-464,464,IVY PHARMACY Ltd,RUBAVU,NYAMYUMBA MUNANIRA,0.980,0.546,1.000,true,true,true,false,,,,,,,local_evidence_only
463,MEDIASOL PHARMACY/RUBAVU,RUBAVU,GISENYI,NENGO,retail-2026-05-465,465,MEDIASOL PHARMACY/RUBAVU,RUBAVU,GISENYI NENGO,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
464,NTENDE PHARMACY Ltd,GATSIBO,RUGARAMA,GIHUTA,retail-2026-05-466,466,NTENDE PHARMACY Ltd,GATSIBO,RUGARAMA GIHUTA,1.000,0.532,1.000,true,true,true,true,+250788231531,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=7&cHash=4b5654186942a224cb29095eb15c3bd4,MMI pharmacy partner directory page 7,,,phone_from_public_evidence
465,PHARMACIE FLEUR DE VIE Ltd,MUHANGA,NYAMABUYE,GAHOGO,retail-2026-05-467,467,PHARMACIE FLEUR DE VIE Ltd,MUHANGA,NYAMABUYE GAHOGO,1.000,0.463,1.000,true,true,true,true,+250788479307,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Muhanga_District_JULY-AUGUST-SEPTEMBER_2026.pdf,muhanga July-September 2026 duty roster,,,phone_from_public_evidence
466,PHARMACIE TRAMED Ltd,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-468,468,PHARMACIE TRAMED Ltd,NYARUGENGE,NYARUGENGE BIRYOGO,1.000,0.227,1.000,true,true,true,true,+250788301960,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
467,QLPHARMA Ltd,GASABO,GISOZI,MUSEZERO,retail-2026-05-469,469,QLPHARMA Ltd,GASABO,GISOZI MUSEZERO,1.000,0.290,1.000,true,true,true,true,,,,,,,local_evidence_only
468,LIFE BELT PHARMACY Ltd,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-470,470,LIFE BELT PHARMACY Ltd,NYARUGENGE,NYARUGENGE BIRYOGO,0.980,0.073,1.000,true,true,true,false,+250787011741,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
469,DASS PHARMACY Ltd,GASABO,KIMIRONKO,BIBARE,retail-2026-05-471,471,DASS PHARMACY Ltd,GASABO,KIMIRONKO BIBARE,1.000,0.353,1.000,true,true,true,true,+250787826020,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
470,SUNRISE PHARMACY Ltd,HUYE,NGOMA,KABUTARE,retail-2026-05-472,472,SUNRISE PHARMACY Ltd,HUYE,NGOMA KABUTARE,1.000,0.474,1.000,true,true,true,true,+250783434465,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
471,ATETE PHARMACY Ltd,KAMONYI,MUSAMBIRA,KARENGERE,retail-2026-05-473,473,ATETE PHARMACY Ltd,KAMONYI,MUSAMBIRA KARENGERE,1.000,0.445,1.000,true,true,true,true,+250788916042,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kamonyi_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kamonyi July-September 2026 duty roster,,,phone_from_public_evidence
472,IBIGWI PHARMACY Ltd,MUSANZE,MUHOZA,MPENGE,retail-2026-05-474,474,IBIGWI PHARMACY Ltd,MUSANZE,MUHOZA MPENGE,1.000,0.293,1.000,true,true,true,true,+250782765200,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Musanze_JULY-AUGUST-SEPTEMBER_2026.pdf,musanze July-September 2026 duty roster,,,phone_from_public_evidence
473,IHIRWE PHARMACY Ltd,NYARUGENGE,RWEZAMENY O,RWEZAMENYO II,retail-2026-05-475,475,IHIRWE PHARMACY Ltd,NYARUGENGE,RWEZAMENYO RWEZAMENYO II,0.940,0.293,1.000,true,false,true,true,+250788639779,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
474,IHODI PHARMACY Ltd,GASABO,RUSORORO,KABUGA I,retail-2026-05-476,476,IHODI PHARMACY Ltd,GASABO,RUSORORO KABUGA I,1.000,0.353,1.000,true,true,true,true,+250786555999,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=4&cHash=af819f30de0cd834b0262e1cb00c9c11,MMI pharmacy partner directory page 4,,,phone_from_public_evidence
475,IRAKIZA PHARMACY Ltd,NYABIHU,MUKAMIRA,JABA,retail-2026-05-477,477,IRAKIZA PHARMACY Ltd,NYABIHU,MUKAMIRA JABA,1.000,0.367,1.000,true,true,true,true,+250784017361,public_evidence_csv,https://www.mmi.gov.rw/partners/pharmacies?tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5BcurrentPage%5D=5&cHash=73c89c5e515261ea360cc3cc6372f318,MMI pharmacy partner directory page 5,,,phone_from_public_evidence
476,NEPHAR Ltd,NGOMA,KIBUNGO,CYASEMAKAM BA,retail-2026-05-478,478,NEPHAR Ltd,NGOMA,KIBUNGO CYASEMAKAMBA,0.980,0.273,1.000,true,true,false,true,+250784047794,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Huye_District_JULY-AUGUST-SEPTEMBER_2026.pdf,huye July-September 2026 duty roster,,,phone_from_public_evidence
477,NGABOPHARMACY Ltd,GASABO,REMERA,RUKIRI II,retail-2026-05-479,479,NGABOPHARMACY Ltd,GASABO,REMERA RUKIRI II,1.000,0.153,1.000,true,true,true,true,,,,,,,local_evidence_only
478,NS LIVE BEST PHARMACY Ltd,NYARUGENGE,NYARUGENGE,RWAMPARA,retail-2026-05-480,480,NS LIVE BEST PHARMACY Ltd,NYARUGENGE,NYARUGENGE RWAMPARA,1.000,0.293,1.000,true,true,true,true,+250781684996,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
479,PHARMACIE BELLE ETOILE,NYARUGENGE,NYARUGENGE,BIRYOGO,retail-2026-05-481,481,PHARMACIE BELLE ETOILE,NYARUGENGE,NYARUGENGE BIRYOGO,1.000,0.293,1.000,true,true,true,true,+250788557894,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
480,PHARMACIE LA LICORNE Ltd,NYARUGENGE,KIMISAGARA,KIMISAGARA,retail-2026-05-482,482,PHARMACIE LA LICORNE Ltd,NYARUGENGE,KIMISAGARA KIMISAGARA,1.000,0.375,1.000,true,true,true,true,+250788485071,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
481,PHARMAPAX PHARMACY Ltd,RUSIZI,GIHUNDWE,BURANGA,retail-2026-05-483,483,PHARMAPAX PHARMACY Ltd,RUSIZI,GIHUNDWE BURANGA,1.000,0.400,1.000,true,true,true,true,,,,,,,local_evidence_only
482,PLIVA PHARMACY Ltd,NYARUGENGE,GITEGA,GACYAMO,retail-2026-05-484,484,PLIVA PHARMACY Ltd,NYARUGENGE,GITEGA GACYAMO,1.000,0.353,1.000,true,true,true,true,+250788754720,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
483,RECOVERY PHARMACY Ltd,RUBAVU,GISENYI,BUGOYI,retail-2026-05-485,485,RECOVERY PHARMACY Ltd,RUBAVU,GISENYI BUGOYI,1.000,0.455,1.000,true,true,true,true,+250785731681,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
484,SAINT THERESE PHARMACY Ltd,GICUMBI,BYUMBA,GACURABWEN GE,retail-2026-05-486,486,SAINT THERESE PHARMACY Ltd,GICUMBI,BYUMBA GACURABWENGE,0.980,0.248,1.000,true,true,false,true,,,,,,,local_evidence_only
485,SANEPHAR Ltd,RUBAVU,GISENYI,KIVUMU,retail-2026-05-487,487,SANEPHAR Ltd,RUBAVU,GISENYI KIVUMU,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
486,THE GUARDIAN PHARMACY Ltd,BUGESERA,NYAMATA,NYAMATA,retail-2026-05-488,488,THE GUARDIAN PHARMACY Ltd,BUGESERA,NYAMATA NYAMATA,1.000,0.293,1.000,true,true,true,true,+250786688057,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Bugesera_District_JULY-AUGUST-SEPTEMBER_2026.pdf,bugesera July-September 2026 duty roster,,,phone_from_public_evidence
487,TRINITY PHARMACY Ltd,GASABO,KIMIRONKO,KIBAGABAGA,retail-2026-05-489,489,TRINITY PHARMACY Ltd,GASABO,KIMIRONKO KIBAGABAGA,1.000,0.455,1.000,true,true,true,true,+250788358068,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
488,WESTERN PHARMACY RUTSIRO Ltd,RUTSIRO,GIHANGO,CONGO-NIL,retail-2026-05-490,490,WESTERN PHARMACY RUTSIRO Ltd,RUTSIRO,GIHANGO CONGO -NIL,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
489,RAVI PHARMACY Ltd,GASABO,KIMIRONKO,NYAGATOVU,retail-2026-05-491,491,RAVI PHARMACY Ltd,GASABO,KIMIRONKO NYAGATOVU,1.000,0.420,1.000,true,true,true,true,+250788532338,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kigali_City_for_JULY-AUGUST-SEPTEMBER_2026.pdf,kigali July-September 2026 duty roster,,,phone_from_public_evidence
490,ABIRWA-REMERA,GASABO,REMERA,RUKIRI II,retail-2026-05-493,493,ABIRWA -REMERA,GASABO,REMERA RUKIRI II,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
491,ALDORA PHARMACY Ltd,KICUKIRO,MASAKA,CYIMO,retail-2026-05-494,494,ALDORA PHARMACY Ltd,KICUKIRO,MASAKA CYIMO,1.000,0.353,1.000,true,true,true,true,,,,,,,local_evidence_only
492,INITIATIVE PHARMA RWAMAGANA BRANCH LTD,RWAMAGANA,KIGABIRO,CYANYA,retail-2026-05-495,495,INITIATIVE PHARMA RWAMAGANA BRANCH,RWAMAGANA,KIGABIRO CYANYA,1.000,0.293,1.000,true,true,true,true,,,,,,,local_evidence_only
493,ANSWER PHARMACIE Ltd,RUBAVU,GISENYI,KIVUMU,retail-2026-05-496,496,ANSWER PHARMACIE Ltd,RUBAVU,GISENYI KIVUMU,0.980,0.326,1.000,true,true,true,false,+250788512844,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Rubavu_for_JULY-AUGUST-SEPTEMBER_2026.pdf,rubavu July-September 2026 duty roster,,,phone_from_public_evidence
494,AVEPHARMA Ltd,KAMONYI,RUNDA,RUYENZI,retail-2026-05-497,497,AVEPHARMA Ltd,KAMONYI,RUNDA RUYENZI,1.000,0.104,1.000,true,true,true,true,+250788226091,public_evidence_csv,https://monitoring.rwandafda.gov.rw/monitoring/documents-management/uploads/3/Human-Retail-Pharmacy-Duty-rosters/Retail_Pharmacies_Duty_Roster_in_Kamonyi_District_JULY-AUGUST-SEPTEMBER_2026.pdf,kamonyi July-September 2026 duty roster,,,phone_from_public_evidence
